MAT.1.1	Sanqbof heu-aq, 
PSA.86.16	Nawq-euq aqbur zaqkhav-euq zaqyo-anr bibuq-ir naeqlaf-awq.
PSA.86.17	Ya’we Miqyaer-or! Nawr, ngaq-anr cawba-awr,
PSA.86.17	Nuima lavsar naeqlaf-euq mirnae,
PSA.86.17	Ngaq-anr byae-eu deuq ya’mawr-awr daqga-ir paq-aer;
PSA.86.17	Ngaq-anr bisiq bimawr-eu yawmuiq jeq bimawr naeqlaf-awq.
PSA.87.1	Aqyawf-euq dawqpaeq duqpur-aq,
PSA.87.1	Shawr-eu gawqjawq-euq lafkhoer jav-eu mae.
PSA.87.2	Yaqkov-euq jawrduq dawqtawvluf navmaqtser,
PSA.87.2	Ya’we Miqyaer, Ziroq-euq ghovkhaeq-anr gaq-eu mae.
PSA.87.3	Miqyaer-euq meuq-or,
PSA.87.3	Nawq-euq khanqsaer huiq-eu ghawqmya jeq-anr aqcawq ja-eu mae. 
PSA.87.4	“Ngaq-anr siqnya-eu deuq-anr,
PSA.87.4	Laqhar hawr-eu Baqburloq-euq garkawv ngaeqkeuv naeq-awr;
PSA.87.4	Hawde-eq, Eqtiqorpir, Durlu hawr-eu Pirlirtiv-or,
PSA.87.4	‘Heughaq-aq, khoergar daefle-euq mae’ laer aer taef-a.”
PSA.87.5	Ziroq meuq-anr tafler-awr heulof-aer aer taef-a.
PSA.87.5	“Heughaq khawf, khoerghaq khawf, Ziroq-euq lafkhoer daefle-euq mae.”
PSA.87.5	Gor duidui-eu ghaq, aqyawfghaq meuq heumeuq-anr lavzif taef-a.
PSA.87.6	Ya’we Miqyaer, tsawrhaqzaq-euq tsawrmyanr dawv ngae,
PSA.87.6	“Heughaq-aq, khoergar daefle-euq mae” laer boftaq taef-a. 
PSA.87.7	Car-eu deuq hawr-eu garnyae nyae-eu deuq khawf aer-eu,
PSA.87.7	“Ngaq-euq cuq dawqtawvluf, nawq-euq lafkhoer jav-eu ma.”
PSA.88.1	Ngaq-anr kakhof-eu Miqyaer pyeuf-eu Ya’we Miqyaer-or!
PSA.88.1	Ngar, nawq-euq maeqshi, uqcif nan’ghanr gurluf-eu ma.
PSA.88.2	Nawq-euq naqbawr, ngar gur-eu gar ciqkhmr naeqlaf-awr;
PSA.88.2	Ngaq-euq guiqlanq shardawq,
PSA.88.2	Nawq-euq maeqshi bi larkeuv naeqlaf-awq.
PSA.88.3	Aqjeq mirnae aernar-aq, ngaq-anr gardzaq garkawv tiqbyanni keuvle taq-awr;
PSA.88.3	Ngaq-euq daefzir lmqbymr-euq dawqpae keuv-ir shaw-iq mir-a.
PSA.88.4	Aqcawq, ngaq-anr duqkhanq-anr irluf-eu deuq naeq-aer sawxkeuq naeqlaf-awr,
PSA.88.4	Ngar, ghaq maqanr-eu tsawrhaq-anr dur-eu mir-a.
PSA.88.5	Bisaef-awr lmqbymr-euq lafkhoer galuf-eu lof-aer,
PSA.88.5	Shirdzeur-euq tsawrhaq-euq ghanrcae bi byaerdzae taq-euq lof-aer dur-awr;
PSA.88.5	Nawr tiqjawr-iq maqpar noeqkeuv-eu,
PSA.88.5	Nawq-euq aqlaf-anr nae deuvtsaev dzae-euq deuq-anr khawf dur mir-a.
PSA.88.6	Nawr, ngaq-anr naf duidui-eu duqkhanq-euq lafkhoer,
PSA.88.6	Zanrtsuini ghae-eu yawnaf-anr biga naeqlaf-euq mae.
PSA.88.7	Nawr nuima paer-eu jeq ngaq-euq khoertav kansuixni javluf-awr;
PSA.88.7	Nawq-euq irluv dawqtawvluf nae,
PSA.88.7	Ngaq-anr shaqzanq bi keuvle naeqlaf-euq mae. 
PSA.88.8	Nawq nae ngar shuq-eu deuq, ngaq-anr nae garmanr kaq-eu gar bijawr-awr;
PSA.88.8	Aqyawfmaf, ngaq-anr nuidav davni, nawr janrnaeq laf-euq mae.
PSA.88.8	Ngar-aq, bi kaflanr taq-awr, maqpar dov-ir nya mir-a.
PSA.88.9	Shaqzanq-euq baqda’nae, ngaq-euq myavnuiv maqpar ganr mir-a.
PSA.88.9	Ya’we Miqyaer-or! Yawqnan navluf, ngar, nawq-anr kurluf-awr;
PSA.88.9	Ngaq-euq aqlaf, nawq-anr cawqjalaf luf-eu ma.
PSA.88.10	Nawr, shirdzeur-euq deuq-euq gharduq,
PSA.88.10	Zanqler paq-aer ghae-eu jeq bimawr-eu laer le laq?
PSA.88.10	Shirdzeur-euq deuq turlar-awr nawq-anr jaceuq taef-a lor? 
PSA.88.11	Nawq-euq ghoer-awr gaq-eu garkawv,
PSA.88.11	Lmqbymr-euq lafkhoer dawqdzawr mr taef-a laq?
PSA.88.11	Lavcawv-eu jawrduq-euq lafkhoer,
PSA.88.11	Nawr sarjax zif-eu garkawv dawqdzawr mr taef-a lor?
PSA.88.12	Zanrtsuini ghae-eu lafkhoer,
PSA.88.12	Nawq-euq zanqler paq-aer ghae-eu garkawv siqler taef-a laq?
PSA.88.12	Ngaercoer-eu mirkhanq-euq lafkhoer,
PSA.88.12	Nawq-euq tsaq-awr dawr-eu garkawv siqler taef-a lor?
PSA.88.13	Aerkhawf, Ya’we Miqyaer-or!
PSA.88.13	Ngar, nawq-anr gurgaq-eu ma.
PSA.88.13	Uqshawq paw, ngaq-euq guiqlanq shardawq, nawr jawr-eu gar bilar ma.
PSA.88.14	Ya’we Miqyaer-or,
PSA.88.14	Aqjeq mirnae, nawr, ngaq-euq nuima saflar-anr taedzae naeqlaf-eu le?
PSA.88.14	Aqjeq mirnae, nawq-euq myavpyawq, ngaq-anr nae ciqzaf-eu le?
PSA.88.15	Ngar zaqguq ngae nae, shaq-awr zanq-eu jeq-anr,
PSA.88.15	Shirtaw taeqni daq-euq ma.
PSA.88.15	Ngar, nawq-euq guvlar paq-aer ghae-eu jeq-anr daq-awr,
PSA.88.15	Ngar nuima cawvsaef mir-a.
PSA.88.16	Nawr nuima yawkhav-aer paer-eu jeq,
PSA.88.16	Ngaq-euq khoertav tanqdavlef taq-awr;
PSA.88.16	Nawq-euq guvlar paq-aer ghae-eu jeq,
PSA.88.16	Ngaq-anr deuvtsaevdzae naeqlaf-euq mae.
PSA.88.17	Heudeuq, nan’ga-i ircuf lof-aer, ngaq-euq tiqjawq oeluf-awr,
PSA.88.17	Yawqpaw navluf danqpymqjir taq-euq mae.
PSA.88.18	Nawq nae ngar gaq-eu tsawrhaq hawr-eu cawq,
PSA.88.18	Ngaq-anr nae garmanr kaq-eu gar bijawr-euq mirnae,
PSA.88.18	Zanrtsuini ghae-eu jeq taef-aer, ngar shuq-eu cawq pyeuflar-euq mae.
PSA.89.1	Ngar, li-eu maqbawni, Ya’we Miqyaer-euq ghawqshaq gaq-eu garkawv car ma.
PSA.89.1	Ngar, ngaq-euq khaqmae nae, nawq-euq sarjax zif-eu garkawv,
PSA.89.1	Yawqzir navluf-anr bisiqni dzawrgaq ma.
PSA.89.2	Ngar heulof-aer aer-euq ma,
PSA.89.2	“Ghawqshaq gaq-eu jeq li-eu maqbawni tsovzif-awr;
PSA.89.2	Nawq-euq sarjax zif-eu jeq,
PSA.89.2	Nawq nae mq-euq khoertav lavzif taq-euq mae.”
PSA.89.3	“Ngar, ngaq nae tserdov-euq ghaq naeq-aer,
PSA.89.3	Dawqma sarjax dzaqtaq-euq ma.
PSA.89.3	Ngar, ngaq-euq kuirlaf zaqkhav Daqbir-anr kamqnaeq-euq ma.
PSA.89.4	‘Ngar, nawq-euq aryoeq, li-eu maqbawni lavzif-awr;
PSA.89.4	Nawq-euq nuirmanq, yawqzir navluf-euq gharduq janrtaq ma.’ ” 
PSA.89.5	Ya’we Miqyaer-or,
PSA.89.5	Mqdeuq, nawq-euq zanqler paq-aer ghae-eu garkawv jaceuq-awr;
PSA.89.5	Tsawrshawr deuq uiqler taq-awr jawr ngae,
PSA.89.5	Nawq-euq sarjax zif-eu garkawv khawf jaceuq taef-a.
PSA.89.6	Mq-euq khoertav,
PSA.89.6	Ya’we Miqyaer-anr ciqcaev nya-eu aqsur ghaq jawr-eu la?
PSA.89.6	Ghaq anr-eu deuq-euq zaqdeuq,
PSA.89.6	Ya’we Miqyaer-anr dur-eu aqsur ghaq jawr-eu la?
PSA.89.7	Tsawrshawr deuq uiqler taq-awr jawr-eu lafkhoer,
PSA.89.7	Miqyaer-anr yawkhav-aer yaguv-eu mae.
PSA.89.7	Aqyawf-euq tiqjawq jawr-eu deuq dawqtawvluf yawzeu yabaw-eu mae.
PSA.89.8	Guirmaf-euq Miqyaer pyeuf-eu Ya’we Miqyaer-or,
PSA.89.8	Nawr lof-aer ghaq khav-eu aqsur ghaq jawr-eu la?
PSA.89.8	Ya’we Miqyaer-or! Nawq-euq sarjax zif-eu jeq,
PSA.89.8	Nawq-euq tiqjawq javluf-eu mae.
PSA.89.9	Nawr, tsawqpuq tsawqpar lar-eu iqmalavshav-anr uvlanr-awr,
PSA.89.9	Irluv dzae-eu tanqdavlaf ngae, nawr ciqcurni bighae-ir nya-eu mae.
PSA.89.10	Nawr, bisaef-euq tiq ghaq-anr lof-aer,
PSA.89.10	Laqhar-anr diqpav diqshavjir naeq-euq mae.
PSA.89.10	Nawr, nawq-anr muir-eu deuq-anr,
PSA.89.10	Nawq-euq ghaq khav-eu lafdu nae taebyavjir naeq-euq mae.
PSA.89.11	Mq-aq, nawq-euq mae. Mirtsaq khawf, nawq-euq mae.
PSA.89.11	Mirtsaq tanqkhawr hawr-eu mirtsaq-euq khoertav kharjawr kharjav-eu dawqtawvluf, nawq nae baetaq-euq mae.
PSA.89.12	Mirtsaq lafov pyawq hawr-eu laftav pyawq bawni,
PSA.89.12	Nawq nae baetaq-euq mae.
PSA.89.12	Taqbor hawr-eu Heqlaqmoq gawqjawq,
PSA.89.12	Nawq-euq tsawrmyanr-euq lafkhoer laqkhaq caer-eu mae.
PSA.89.13	Nawq-euq lafdu-aq, ghaq zawr khav-awr;
PSA.89.13	Nawq-euq aqlaf ghaq khav-awr, nawq-euq armar laf-aq, yawgor mae.
PSA.89.14	Tsaq-awr dawr-eu jeq hawr-eu dawr-awr tsaq-eu jeq-aq,
PSA.89.14	Nawq-euq nuirmanq-euq dawqpaeq duqpur mae.
PSA.89.14	Ghawqshaq gaq-eu jeq hawr-eu yawtsaq yawdawr-aq,
PSA.89.14	Nawq-euq maeqshi canluf-eu mae.
PSA.89.15	Laqkhaq caerlar-eu tersar siqnya-eu tsawrhaq-aq,
PSA.89.15	Guiqlanq huiq-eu mae.
PSA.89.15	Ya’we Miqyaer-or! Aqyawfmaf,
PSA.89.15	Nawq-euq myavpyawq-euq yawshaef-euq lafkhoer canluf-eu mae.
PSA.89.16	Aqyawfmaf, nawq-euq tsawrmyanr-euq lafkhoer nan’ga-i laqkhaq caer-awr;
PSA.89.16	Nawq-euq tsaq-awr dawr-eu jeq, aqyawf maf-anr ciqgor naeq-euq mae.
PSA.89.17	Aqjeq mirnae aernar-aq, nawr-aq, aqyawf maf-euq ghaq-euq yawshaef khanqsaer pyeuf-awr;
PSA.89.17	Nawr, ghoer mr-eu lafkhoer,
PSA.89.17	Nga’maf-euq uqcoer ciqgor naeqlaf-euq mae.
PSA.89.18	Aqjeq mirnae aernar-aq,
PSA.89.18	Ya’we Miqyaer-aq, aqdui-euq daeqdaqduq pyeuf-awr,
PSA.89.18	Irsaqleqlav-euq Yawshawr ghaq-aq, aqdui-euq sanqpaq mae.
PSA.89.19	Arhuba, mawrle-euq lafkhoer,
PSA.89.19	Nawr, nawq-euq Yawshawr ghaq-anr heulof-aer aernaeq-euq mae.
PSA.89.19	“Ngar, ghaq zawr khav-eu tiq ghaq-anr cawba naeq-euq ma.
PSA.89.19	Ngar, tsawrhaq-euq ghanrcae nae tserdov-euq ghaq-anr ciqgor naeq-euq ma.
PSA.89.20	Ngar, ngaq-euq kuirlaf zaqkhav Daqbir-anr povmawr-euq ma.
PSA.89.20	Ngar, ngaq-euq shawr-eu tsir nae, aqyawf-anr tsaqtsov-euq ma.
PSA.89.21	Ngaq-euq aqlaf, aqyawf naeq-aer zifdanni bijav-awr;
PSA.89.21	Ngaq-euq lafdu nae aqyawf-anr ghaq bif ma.
PSA.89.22	Muir-eu deuq, aqyawf-anr maq ganrghaq nya-aer,
PSA.89.22	Tsawrcawv-euq zaqdeuq khawf, aqyawf-anr maqkhaeq nya-ar.
PSA.89.23	Ngar, aqyawf-anr muir-eu deuq-anr,
PSA.89.23	Aqyawf-euq maeqshi diqcoqghae naeq-awr;
PSA.89.23	Aqyawf-anr byae-eu deuq-anr nargawr gawrma bi keuvle ma.
PSA.89.24	“Aerkhawf, ngaq-euq sarjax zif-eu jeq hawr-eu,
PSA.89.24	Ghawqshaq gaq-eu jeq, aqyawf naeq-aer bijav-awr;
PSA.89.24	Ngaq-euq tsawrmyanr-euq lafkhoer,
PSA.89.24	Aqyawf-euq uqcoer yabi ciqgor taef-a.
PSA.89.25	Ngar, aqyawf-euq aqlaf, iqmalavshav-euq khoertav bijav-awr;
PSA.89.25	Aqyawf-euq armar laf, lawrbaq deuq-euq khoertav bijav ma.
PSA.89.26	Aqyawf, ngaq-anr heulof-aer gur taef-a.
PSA.89.26	‘Nawr-aq, ngaq-euq aqda hawr-eu ngaq-euq Miqyaer ma.
PSA.89.26	Ngaq-anr bibuq-ir naeqlaf-eu logur mae.’
PSA.89.27	Ngar, aqyawf-anr ngaq-euq huqbaw aqyuif ghaq khawf bigeuf-awr;
PSA.89.27	Mirtsaq-euq sanqpaq deuq-euq khoertav, gor duidui-eu ghaq bigeuf ma.
PSA.89.28	Ngar, aqyawf-euq gharduq,
PSA.89.28	Ngaq-euq ghawqshaq gaq-eu jeq li-eu maqbawni bizif-awr;
PSA.89.28	Ngaq-euq dawqma sarjax, aqyawf-euq gharduq zifdanni bijav ma.
PSA.89.29	Ngar, aqyawf-euq aryoeq-anr khawf, li-eu maqbawni bizif-awr;
PSA.89.29	Aqyawf-euq nuirmanq, mq kharjav-eu nan-anr keuvni bijav ma.
PSA.89.30	“Aqyawf-euq zaqdeuq uvdeuq, ngaq-euq zanrdawq-anr byaer nar-aq;
PSA.89.30	Ngaq-euq dawqtsaev aertaq-euq lof-aer maq daefcaw nar-aq,
PSA.89.31	Aqyawfmaf, ngaq-euq zanrtaq khoftaq-anr mrbanq-awr;
PSA.89.31	Ngaq-euq zanrdawq khofdawq-anr maq cantae nar-aq;
PSA.89.32	Ngar, aqyawf maf-euq yawbanq yawlaeq-euq baqda’nae darcuir yur-awr oe-awr;
PSA.89.32	Aqyawf maf-euq yawlaeq yawca-euq baqda’nae diqnaeq ma.
PSA.89.33	Aerkhawf, ngar, Daqbir-anr ghoer-awr gaq-eu maqbi byovtsaev-ir;
PSA.89.33	Aqyawf-anr sarjax maqzif-aer maqghae.
PSA.89.34	Ngar, ngaq-euq dawqma sarjax-anr maqpuiq-aer;
PSA.89.34	Ngaq-euq maeqluq-anr nae dovle-euq dawq maq lavpar.
PSA.89.35	Ngar, ngaq-euq yawshawr-anr ghoe-awr nae kamqghaq-euq nar-aq;
PSA.89.35	Ngar, Daqbir-anr jaqmyawf maqmyawf.
PSA.89.36	Aqyawf-euq aryoeq li-eu maqbawni zif-awr,
PSA.89.36	Aqyawf-euq nuirmanq-aq, ngaq-euq maeqshi nanrma lof-aer pyeuf taef-a.
PSA.89.37	Bala lof-aer li-eu maqbawni zifdanni jav-awr,
PSA.89.37	Mq-euq khoertav sarjax zif-eu sarkir lof-aer khawf pyeuf taef-a.” 
PSA.89.38	Aerkhawf, nawr, nawq nae tsaqtsov taq-euq ghaq-anr nuima yawkhav-aer paer-awr;
PSA.89.38	Nawr, aqyawf-anr byaer-awr taedzae naeq-euq mae.
PSA.89.39	Nawr, nawq-euq kuirlaf zaqkhav-anr dzaqtaq-euq dawqma sarjax byaer-awr;
PSA.89.39	Nawr, aqyawf-euq shuir uqkhov, mirtsa biqka-awr lavjawf naeq-euq mae.
PSA.89.40	Nawr, aqyawf-euq kmrcaer dawqtawv luf-anr daepyavjir naeq-awr;
PSA.89.40	Nawr, aqyawf-euq lofpirduq lavcawv naeq-euq mae.
PSA.89.41	Garma-anr khar cantsaev-eu deuq,
PSA.89.41	Aqyawf-euq myawq khoeqgeuf-awr;
PSA.89.41	Aqyawf-aq, dawqpae jawr-eu deuq, ngaeqdoerduq pyeuf-eu mae.
PSA.89.42	Nawr, aqyawf-anr caelar-eu deuq-euq armar laf-anr bafdir naeq-awr;
PSA.89.42	Nawr, aqyawf-anr kharmuir-eu deuq-anr laqkhaq bi caerler-euq mae.
PSA.89.43	Nawr, aqyawf-euq micaer yawtav pyawq yurpyawr naeq-awr,
PSA.89.43	Aqyawf guirdeuv deuv-eu gar maqbi yawfzif nya-aq.
PSA.89.44	Nawr, aqyawf-euq yawshaef khanqsaer bibyov-ir-awr;
PSA.89.44	Aqyawf-euq nuirmanq, mirtsa ngawqcoq naeq-euq mae.
PSA.89.45	Nawr, aqyawf-euq zaqguq-euq arnan aryamq bi nymrle-awr;
PSA.89.45	Nawr, aqyawf-anr daqga-euq jeq nae tsanrkaq naeq-euq mae. 
PSA.89.46	Ya’we Miqyaer-or! Nawr aqmyan keuvni jawrzaf taq-eu laer ghae-eu le? Li-eu maqbawni lor?
PSA.89.46	Nawr nuima paer-eu jeq, miqdzaq dof-eu lof-aer bidof-eu laer ma laq?
PSA.89.47	Ngaq-euq zir arnavni nymr-eu gar noeqkeuv naeqlaf-awq.
PSA.89.47	Nawq nae baetaq-euq tsawrhaqzaq dawqtawvluf yawqngaef mae.
PSA.89.48	Tiqjawr-iq maqshirni daefnya-eu tsawrhaq aqsur ghaq jawr-eu la?
PSA.89.48	Aqyawf, lmqbymr-euq baoq-anr nae aqyawf-euq daefzir bibuq-ir nya mae laq? 
PSA.89.49	Sanqpaq Miqyaer-or! Yawbae, nawq nae yawtsaq yawdawr-euq lafkhoer Daqbir-anr kamq-euq,
PSA.89.49	Ghoer-awr gaq-eu jeq aqgar irjir-euq la?
PSA.89.50	Sanqpaq Miqyaer-or! Noeqmawr naeqlaf-awq.
PSA.89.50	Nawq-euq kuirlaf zaqkhav, dawqdoer yadaq-awr;
PSA.89.50	Ngar, tsawrhaq kharngeur-eu deuq ngaeqdoer-eu dawq,
PSA.89.50	Ngaq-euq khanq-euq lafkhoer aqjox-aer daqcoer nmr-mq.
PSA.89.51	Ya’we Miqyaer-or! Nawq-anr muir-eu deuq, ngaeqdoer naeqlaf-awr;
PSA.89.51	Nawq nae tsaqtsov-euq ghaq kuirtof ciq-euq gar,
PSA.89.51	Aqyawfmaf ngaeqdoer-eu mae.
PSA.89.52	Mqmaq maqbyav yarzir, Ya’we Miqyaer-anr jaceuq-awq.
PSA.89.52	Aqmeq. Aqmeq.
PSA.90.1	Sanqpaq Miqyaer-or! Yawqzir navluf,
PSA.90.1	Nawr-aq, nga’maf-euq jawrduq jawrzar pyeuf-eu ma.
PSA.90.2	Gawqjawq deuq maq javlar-euq minav-aer,
PSA.90.2	Nawr, mirtsaq hawr-eu mqmir dawqtawv luf-anr maqbae-euq minav-aer;
PSA.90.2	Nawr-aq, mqmaq maqbyav yarzir-anr nae mqmaq maqbyav yarzir-anr keuvni, Miqyaer pyeuf-eu mae.
PSA.90.3	Nawr, tsawrhaqzaq-anr mirtsaq parbi pyeufkhof-ir-eu mae.
PSA.90.3	Khoerngae, aqyawf aer-eu, “Tsawrhaq-euq zaq-or! Ghofkhof-ir-awq.”
PSA.90.4	Aqjeq mirnae aernar-aq, 1,000 khof-aq, nawq-euq hawkhaeq-anr nae, dzeuryaf ngae, mirnan lof-aer taef-aer dur-awr;
PSA.90.4	Uqcif paw-euq tiqkhaeq larkhaeq lof-aer taef-aer dur-eu mae.
PSA.90.5	Nawr, irjeuq jeuq-eu lof-aer aqyawf maf-anr yurbyov ghae-awr;
PSA.90.5	Aqyawfmaf yufkhav-euq lof-aer dur-eu mae.
PSA.90.5	Aqyawfmaf, uqshawq paw yarmof huiqlar-eu lof-aer dur-eu mae.
PSA.90.6	Uqshawq paw huiqlar-awr maerlar-eu mae.
PSA.90.6	Uqcif uqtaw paw-aq, bi deuvdzae-awr nyoeq-ir kov-ir-eu mae.
PSA.90.7	Nga’maf, nawq-euq nuima paer-eu jeq nae bi puivdzaq-awr;
PSA.90.7	Nawq-euq nuipaer-euq baqda’nae, nga’maf zawr guv-ir-euq mir-a.
PSA.90.8	Nawr, nga’maf-euq yawlaeq yawca, nawq-euq maeqshi bijav-awr;
PSA.90.8	Nga’maf nae mrkhoeq-euq iqbax, nawq-euq myavpyawq-euq yawshaef bya-eu gar bijav-euq mae.
PSA.90.9	Nga’maf-euq arnan aryamq dawqtawvluf,
PSA.90.9	Nawq-euq nuipaer-euq lafkhoer jirle luf-awr;
PSA.90.9	Nga’maf-euq arkhof arla-aq, saf ghawrka-eu lof-aer jirle luf-eu mae.
PSA.90.10	Nga’maf-euq daefzir-euq arnan aryamq-aq, 70 khof yadaef-awr;
PSA.90.10	Ghaq anr-eu gar tsaqler-euq ngeur nar-aq, 80 khof daefbyan nya-eu mae.
PSA.90.10	Aerkhawf, nuima cawv-awr ghaqkhav zmq-eu garkawv maqngeur nar-aq, khanqsaer jaevkhar maqza-a.
PSA.90.10	Aqjeq mirnae aernar-aq, ghawqmyanr maqghae-aer,
PSA.90.10	Yaghawq-ir-awr ya zawbyov ghae-eu mae.
PSA.90.11	Nawq-euq nuipaer-euq baoq-anr aqsur ghaq siqnya-eu?
PSA.90.11	Aqjeq mirnae aernar-aq, nawq-anr guv paq-aer ghae-eu lof-aer;
PSA.90.11	Nawq-euq nuima paer-eu jeq-aq, guvlar paq-aer ghae-eu mae.
PSA.90.12	Khoermirnae, nga’maf-euq nuima zaqsiq tsawrganr anrlarni;
PSA.90.12	Nga’maf, yawqha-euq arnan aryamq sawxnya’ni maeqnaeq laf-awq.
PSA.90.13	Ya’we Miqyaer-or! Ciqpyawr lef-awq,
PSA.90.13	Aqmyan keuvni heulof-aer bijav-eu laer ghae-eu le?
PSA.90.13	Nawq-euq kuirlaf zaqkhav-anr ghawqshaq gaqnaeq laf-awq.
PSA.90.14	Nga’maf-euq arnan aryamq dawqtawvluf,
PSA.90.14	Nuikhanr shir-awr laqkhaq caercaer-aer daefnya’ni;
PSA.90.14	Uqshawq paw, nga’maf-anr nawq-euq ghawqshaq gaq-eu jeq,
PSA.90.14	Tiqbyanni bifnaeq laf-awq.
PSA.90.15	Nga’maf yawcawv jeq-anr ya’mawr-euq arkhof arla-anr tsaqni,
PSA.90.15	Nawq nae nga’maf-anr shaqzanq bidaq naeqlaf-euq arnan aryamq-anr geuxni;
PSA.90.15	Nga’maf-anr laqkhaq caer-eu jeq bi keuvle naeqlaf-awq.
PSA.90.16	Nawq-euq kuirlaf zaqkhav-anr nawq-euq gar bi mawrle naeqlaf-awr;
PSA.90.16	Aqyawf maf-euq zaqdeuq-anr nawq-euq yawshaef khanqsaer bimawr-awq.
PSA.90.17	Nga’maf-euq Miqyaer pyeuf-eu Sanqpaq Miqyaer-euq ghoer mr-eu jeq,
PSA.90.17	Nga’maf-euq khoertav bi javle naeqlaf-awr;
PSA.90.17	Nga’maf-euq aqlaf nae mr-euq gar lavzif naeqlaf-awq.
PSA.90.17	Euq, nga’maf-euq aqlaf nae mr-euq gar lavzif naeqlaf-awq.
PSA.91.1	Gor duidui-eu ghaq nae zaftaq-euq jawrduq-anr jawr-eu tsawrhaq-aq,
PSA.91.1	Baoq zawr huiq-eu Miqyaer-euq narshmr-euq uqmov yajawr taef-a.
PSA.91.2	Ngar, Ya’we Miqyaer-euq garkawv heulof-aer aer ma,
PSA.91.2	“Aqyawf-aq, ngaq-euq caevzafduq, ngaq-euq lanrlof hawr-eu,
PSA.91.2	Ngaq-euq Miqyaer mae. Ngar, aqyawf-anr ghoe ma.”
PSA.91.3	Aqyawf, nawq-anr arjir-anr khmr-eu lof-aer khmrtaq-euq lanrju-anr nae,
PSA.91.3	Hawr-eu nyawqlar-eu nargawr gawrma-anr nae bibuq-ir naeqlaf taef-a.
PSA.91.4	Aqyawf-euq aqdanr nae nawq-anr danrkhawv khawvkaq-awr;
PSA.91.4	Nawr, aqyawf-euq aqdanr-euq uqmov caevzaflar taef-a.
PSA.91.4	Aqyawf-euq yawtsaq yawdawr-aq,
PSA.91.4	Nawq-euq daeqdaqduq hawr-eu tanqdaqduq pyeuf taef-a.
PSA.91.5	Nawr uqcif paw guvlar paq-aer ghae-eu jeq-anr maqya guv-aer;
PSA.91.5	Nan’ghanr paw khawf, beuvdov lef-euq kavmyaq-anr maqya guv-ar.
PSA.91.6	Yawzanr-euq lafkhoer nyawqlar-eu nargawr gawrma-anr hawr-eu,
PSA.91.6	Nan’ghanr nan’gav-anr keuvle-eu lavcawv-eu jeq-anr maqya guv-ar.
PSA.91.7	Nawq-euq dawqpae 1,000 ghaq coq-ir-eu baw-mr;
PSA.91.7	Nawq-euq armar paw 10,000 ghaq coq-ir nya taef-a.
PSA.91.7	Aerkhawf, nawq-euq dawqpae maq larkeuv-ar.
PSA.91.8	Nawq-euq myavnuiv nae nawr haw ngae,
PSA.91.8	Nawr, tsawrcawv deuq, yawqha nae mr-euq mrpoeq lafsawq za-eu gar aqdir ya hawmawr taef-a.
PSA.91.9	Nawr, Ya’we Miqyaer-anr nawq-euq caevzafduq bipyeuf-awr,
PSA.91.9	Gor duidui-eu ghaq-anr, nawq-euq jawrduq khawf bipyeuf-euq mirnae;
PSA.91.10	Nawq-anr yawdoer jeq maq keuvle-aer;
PSA.91.10	Nyawqlar-eu nargawr gawrma, nawq-euq jawrduq-euq dawqpae maq larkeuv-ar.
PSA.91.11	Aqjeq mirnae aernar-aq, aqyawf, nawq-euq gharduq,
PSA.91.11	Aqyawf-euq mqtav ghaqkhaer-anr dawq bif-awr,
PSA.91.11	Nawq-euq garma dawqtawv luf-anr bi hawpir taef-a.
PSA.91.12	Nawq-euq aqkuir, khaqlo-anr maqya gazawni;
PSA.91.12	Mqtav ghaqkhaer deuq, aqyawf maf-euq aqlaf nae nawq-anr ciq taef-a.
PSA.91.13	Nawr, arlaqjaqshir hawr-eu arlawr uirnav-anr tsawqnawq nawq taef-a.
PSA.91.13	Nawr, arlaqjaqshir zaqguq hawr-eu arlawr-anr nawqpyaevnaeq taef-a.
PSA.91.14	“Aqyawf, ngaq-anr gaq-eu mirnae, ngar, aqyawf-anr bibuq-ir ma.
PSA.91.14	Aqyawf, ngaq-euq tsawrmyanr siqnya-eu mirnae,
PSA.91.14	Ngar, aqyawf-anr yawgor-anr bijawr ma.
PSA.91.15	Aqyawf, ngaq-anr kur ngae,
PSA.91.15	Ngar, aqyawf-anr ngaeqkhofnaeq ma.
PSA.91.15	Aqyawf-anr gardzaq garkawv keuvle ngae,
PSA.91.15	Ngar, aqyawf naeq-aer jawr ma.
PSA.91.15	Ngar, aqyawf-anr bibuq-ir-awr taqhuiq taqmanrnaeq ma.
PSA.91.16	Ngar, aqyawf-anr zirbaw zirza-eu guiqlanq nuikhanr tiqshir bif-awr,
PSA.91.16	Ngaq-euq kakhof-eu jeq bimawr ma.”
PSA.92.1	Ya’we Miqyaer-or! Nawq-euq guiqlanq-anr jaceuq-eu arnavni muiq-eu nga.
PSA.92.1	Gor duidui-eu ghaq-or! Nawq-euq tsawrmyanr-anr car-awr jaceuq-eu arnavni jaq-eu nga.
PSA.92.2	Uqshawq paw, nawq-euq ghoer-awr gaq-eu garkawv dawqdzawr mr-awr;
PSA.92.2	Uqcif yawqmir navluf, nawr sarjax zif-eu garkawv dawqdzawr mr-eu yawmuiq mae.
PSA.92.3	Tser cav tsof-eu keuka zmq-awr deur-mq diq-awr,
PSA.92.3	Bawqlaw baw-awr narhaq muiq-eu tersar nae jaceuq-eu yawmuiq mae.
