GEN.9.26	E kua na ko akera oki aia, 
GEN.9.27	E akamaata roa te Atua ia Iapheta, 
GEN.9.28	E ka toru akera o Noa anere i te mataiti e rima ngauru ara i te ora anga, i muri ake i te diluvi ra. 
GEN.9.29	E to Noa au mataiti katoa, e iva ïa anere, e rima ngauru ara; e mate iora aia.
GEN.10.1	KO te tuatua teia i te tamariki a Noa ra, ko Sema, ko Hama, e ko Iapheta: 
GEN.10.3	E ko ta Gomera tamariki tamaroa; ko Asekanaza ïa, e ko Riphata, e ko Togarama. 
GEN.10.4	E ko ta Iavana tamariki tamaroa; ko Elisa ïa, e ko Taresisa, 
GEN.10.5	No teianei aronga 
GEN.10.7	E ko ta Kusa tamariki tamaroa; ko Seba ïa, e ko Havila, e ko Sabata, e ko Raama, e ko Sabateka: e ta Raama tamariki tamaroa; ko Seba ïa, e ko Dedana. 
GEN.10.8	E anau akera ta Kusa ko Nimeroda: e riro atura aia ei tangata mana i te ao nei. 
GEN.10.9	E riro atura aia 
GEN.10.10	E te kapuaanga o tona ra basileia, ko Babela ïa, e ko Ereka, e ko Akada, e ko Kalane, i te enua ra ko Sinara. 
GEN.10.11	Mei taua enua ra aere atura aia ki Asura, e akatu iora ia Nineve, e i te oire ra, ko Rehobota, e Kala, 
GEN.10.12	E Resina i rotopu ia Nineve e Kala: e oire maata te reira ra. 
GEN.10.13	To Mizeraima ra uanga ko te ngati Luda ïa, e te ngati Anumi, e te ngati Lehabi, e te ngati Naphetuhi, 
GEN.10.14	E te ngati Patarosa, e te ngati Kaselui, 
GEN.10.15	E anau akera ta Kanaana, ko Sidona, ko tana ïa tama mua, e ko Heta, 
GEN.10.16	E te ngati Iebusi, e te ngati Amori, e te ngati Giregasi, 
GEN.10.17	E te ngati Hevi, e te ngati Araki, e te ngati Sini, 
GEN.10.18	E te ngati Aravadi, e te ngati Zemari, e te ngati Hamati: e i muri akera, kua pueurikiriki ke atura te au kopu-tangata ngati Kanaana ra. 
GEN.10.19	E to te ngati Kanaana ra kotinga, mei Sidona atu ïa, e tae roa atura ki Gerara e Gaza; e tae roa atura ki Sodoma e Gomora, e Adama, e Zeboima, e tae ua maira ki Lasa. 
GEN.10.20	Ko ta Hama teia puke tamariki, i to ratou au kopu-tangata, to ratou reo, to ratou au enua, 
GEN.10.21	E 
GEN.10.22	Ko ta Sema puke tamariki tamaroa ra; Ko Elama ïa, e ko Asura, e ko Arepakada, e ko Luda, e ko Arama. 
GEN.10.23	E ta Arama tamariki tamaroa; ko Uza ïa, e ko Hula, e ko Getera, e 
GEN.10.24	E anau akera ta Arepakada, 
GEN.10.25	E anau akera ta Ebera puke tamariki tamaroa toko rua: ko 
GEN.10.26	E anau akera ta Iokatana ko Alemoda, e ko Selepha, e ko Hazamaveta, e ko Iera, 
GEN.10.27	E ko Adorama, e ko Uzala, e ko Dikela, 
GEN.10.28	E ko Obala, e ko Abimaela, e ko Seba, 
GEN.10.29	E ko Ophira, e ko Havila, e ko Iobaba; na Iokatana anake ïa tamariki. 
GEN.10.30	E to ratou nooanga ra mei Mesa atu ïa, e tae ua atura ki te maunga ra ko Separa, i te pae i te itinga o te rā ra. 
GEN.10.31	Ko ta Sema teia puke tamariki, i to ratou au kopu-tangata, to ratou reo, to ratou au enua, 
GEN.11.2	E te aere ua 
GEN.11.3	E kua tuatua iora ratou ki tetai ki tetai, Taki aere tatou, e anga i te karakaraea, ka taʼu ei ki te ai. Ko ta ratou ïa toka ko te karakaraea, e te 
GEN.11.4	E kua na ko iora ratou, Taki aere tatou, ka patu i tetai oire no tatou, e tetai punanga, 
GEN.11.6	E kua tuatua iorā Iehova, 
GEN.11.7	Taki aere tatou ki raro, e akatareva ke i to ratou reo i reira, 
GEN.11.8	I reira to Iehova 
GEN.11.9	I tapaiaʼi oki tona ingoa ko 
GEN.11.11	E ka rima akera o Sema anere anga i te mataiti i te ora anga, i muri ake i tana anau anga ia Arepakada, e anau akera te tamariki tamaroa, e te tamariki tamaine. 
GEN.11.12	E ka toru akera ngauru e rima ara to Arepakada mataiti i te ora anga, 
GEN.11.13	E noo iorā Arepakada i muri ake i tana anau anga ia Sala, e a akera anere, e toru ara te mataiti, e anau akera te tamariki tamaroa, e te tamariki tamaine. 
GEN.11.14	E ka toru akera ngauru to Sala mataiti i te ora anga, e anau akera tana, ko Ebera: 
GEN.11.15	E noo iorā Sala i muri ake i tana anau anga ia Ebera, e a akera anere, e toru ara te mataiti, e anau akera te tamariki tamaroa, e te tamariki tamaine. 
GEN.11.16	E ka toru akera ngauru e a ara to Ebera mataiti i te ora anga, e anau akera tana, 
